Start Date,End Date,Time,Location,Target,Weapons,Reported_Minimum,Reported_Maximum
25-Jul-13,25-Jul-13,PM,"the main street, Nawafl, east of Muqdadiya",civilians in cafe or market during iftar,one or two car bombs or roadside bombs,11,16
24-Jul-13,24-Jul-13,,Baghdad,bodies found,gunfire,3,3
24-Jul-13,24-Jul-13,,west Mosul,mukhtar near his home,gunfire,1,1
24-Jul-13,24-Jul-13,PM,"Tuz-Khormato, east of Tikrit",civilians in outdoor market,car bomb or motorcycle bomb,11,11
24-Jul-13,24-Jul-13,,"Shura, south of Mosul","police convoy, civilians killed",roadside bomb,2,2
24-Jul-13,24-Jul-13,PM,"Al-Qahira, northeast Baghdad",civilians in market in religiously mixed area,roadside bomb,4,4
24-Jul-13,24-Jul-13,,"Sa'adah, Mandely, 90 km east of Baquba",school guard,drive-by shooting,1,1
24-Jul-13,24-Jul-13,PM,"the main road north of Baghdad, 10 km south of Sulaiman Bek","Shiite truck drivers and passengers, stopped at a fake checkpoint and shot in the head and chest after their Shiite identity established","gunfire, executed",14,15
23-Jul-13,23-Jul-13,,Tikrit,civilians in their car,magnetic bomb,2,2
23-Jul-13,23-Jul-13,,southwest of Baquba,body of Sahwa member found,,1,1
23-Jul-13,23-Jul-13,PM,"Alarbaiin Street, central Tikrit",policeman in his car,roadside bomb,1,1
23-Jul-13,23-Jul-13,,north Tikrit,"man, wife and their son in their car",roadside bomb,3,3
23-Jul-13,23-Jul-13,,"Alzaytoon area, west Baiji","police checkpoint, policeman killed",gunfire,1,1
23-Jul-13,23-Jul-13,,"the left bank, east Mosul","visiting Shiite sheep traders from Baghdad, in a sheep market",gunfire,3,3
23-Jul-13,23-Jul-13,,"Mahdiya, Doura, south Baghdad",popular restaurant,three roadside bombs exploding in rapid succession,6,6
23-Jul-13,23-Jul-13,PM,"outside Omar Al-Mukhtar Mosque, Doura, south Baghdad",Sunni worshippers leaving mosque after evening prayers,car bomb and possibly also two roadside bombs,3,4
23-Jul-13,23-Jul-13,PM,"outside Imam Ali Mosque, Damouk, Kut","Sunni mosque during evening prayers, security guards killed",car bomb,2,2
23-Jul-13,23-Jul-13,,"Ciha Tunnel area, west of Mosul",guards working at Badoush prison,drive-by shooting,1,2
22-Jul-13,23-Jul-13,,"Rashad Council building, 65 km south of Kirkuk","local council building; guards, possibly Sahwa, either killed in the explosion or kidnapped and shot before the explosion",bombs or gunfire,2,2
23-Jul-13,23-Jul-13,PM,"Omer Abdul-Aziz Mosque and Salaheen Mosque in Yaki Azar neighbourhood, Kirkuk",worshippers in Sunni mosques during evening prayers,either two roadside bombs or one roadside bomb and one car bomb,7,10
22-Jul-13,22-Jul-13,,near Baquba,Sahwa member and one of his relatives,gunfire,2,2
22-Jul-13,22-Jul-13,,north of Falluja,"police checkpoint, nearby civilians killed",drive-by shooting,2,2
22-Jul-13,22-Jul-13,,"Shirqat, north of Tikrit",policeman in his car,bomb in car,1,1
22-Jul-13,22-Jul-13,,"April 7 area, central Fallujah","three homes belonging to police, two police and one civilian killed",roadside bombs,3,3
22-Jul-13,22-Jul-13,,"April 7 neighbourhood, central Fallujah","Ahmad Sabbagh, police captain",drive-by shooting,1,1
22-Jul-13,22-Jul-13,,"River Tigris, Sheikh Hamad, Shirqat",young civilans swimming in the Tigris,gunfire,2,2
22-Jul-13,22-Jul-13,,"Al-Muthana, central Mosul",civilians near Sunni mosque,roadside bomb,4,4
22-Jul-13,22-Jul-13,,"Ras Al-Jadda, west of Mosul","police patrol, police killed",roadside bomb,3,3
22-Jul-13,22-Jul-13,,"Prophet Nabi Younis, Mosul",barber in his shop,gunfire or throat cut,1,1
18-Jul-13,22-Jul-13,,"Tal Zalatt, 30 km from Mosul",bodies of police found with gunshot wounds in the head and chest,gunfire,4,4
22-Jul-13,22-Jul-13,AM,"Kokjili, north Mosul","convoy of the Second Division of the Iraqi army, civilians killed",suicide car bomb,2,3
22-Jul-13,22-Jul-13,,"Alsideeqah, central Ramadi",Sahwa member in a car,magnetic bomb,1,1
21-Jul-13,22-Jul-13,,"Riyadh, 45 km southwest of Kirkuk",policeman,gunfire,1,1
22-Jul-13,22-Jul-13,PM,south Kirkuk,"Sheikh Abdullah Sami Al-Assi, Obiedi tribal chief and head of the Arab group in Kirkuk provincial council, and two of his bodyguards",gunfire,3,3
22-Jul-13,22-Jul-13,PM,"central Madain, 20 km southeast of Baghdad","civil defence centre, civilians killed",roadside bomb,2,2
21-Jul-13,21-Jul-13,,"Hukkam, central Hilla","Shiekh Atta Askar, muezzin, as he was leaving his home",drive-by shooting,1,1
21-Jul-13,21-Jul-13,,downtown Falluja,policeman at checkpoint,sniper-fire,1,1
21-Jul-13,21-Jul-13,,east Falluja,police as they were leaving the home of a friend,"drive-by shooting, machine-gun fire",2,2
21-Jul-13,21-Jul-13,,"the Tigris River at Mashhad, Shirqat","bodies found,  including that of a five-year-old child, with gunshot wounds to the head",gunfire,2,3
21-Jul-13,21-Jul-13,AM,"Taji, north of Baghdad",civilians in a fish market,one or two bombs,4,4
21-Jul-13,21-Jul-13,,Al-Wajihiya,police,roadside bomb,2,2
21-Jul-13,21-Jul-13,,"Basmaiya, southeast of Baghdad","home of Sahwa leader, members of his family killed",bomb,2,2
20-Jul-13,20-Jul-13,,"Raswa, west Anbar","home of Colonel Saad Al-Rawi, Raswa district police chief, other policeman killed",roadside bomb,1,1
20-Jul-13,20-Jul-13,,"central Aneh, west Anbar","police patrol, policeman killed",roadside bomb,1,1
20-Jul-13,20-Jul-13,PM,"Karmeh, east of Falluja","family in a house, male civilian killed","drive-by shooting, machine-gun fire",1,1
20-Jul-13,20-Jul-13,PM,northwest of Baquba,mosque,roadside bomb,1,1
20-Jul-13,20-Jul-13,,near Mosul,"off-duty police and their driver kidnapped, two of them killed","gunfire, executed",2,2
20-Jul-13,20-Jul-13,,Mosul,"police patrol, policeman killed",roadside bomb,1,1
20-Jul-13,20-Jul-13,,Touzkhormatoo,bodies of 30-year-olds found,gunfire,2,2
20-Jul-13,20-Jul-13,,"Gatoon, west of Baquba","Wesam Hussein Al-Daini, Sahwa commander, and two of his aides","drive-by shooting, machine-gun fire",3,3
20-Jul-13,20-Jul-13,PM,"Al-Madain, 30 km south of Baghdad",Sahwa commander and civilians killed,car bomb or roadside bomb,4,5
20-Jul-13,20-Jul-13,PM,"Salam, east Mosul","military headquarters, woman killed",suicide car bomb,1,1
20-Jul-13,20-Jul-13,PM,"Um Al-Tuboul intersection, west Baghdad",civilians in street after iftar,car bomb,3,3
20-Jul-13,20-Jul-13,PM,"Mowasalat crossroad, southwest Baghdad",civilians in predominantly Shiite area after iftar,car bomb,3,8
20-Jul-13,20-Jul-13,PM,"Shurta Al-Rabea, southwest Baghdad",civilians in Shiite area after iftar,car bomb,3,4
20-Jul-13,20-Jul-13,PM,"Tobchi, northwest Baghdad",civilians in predominantly Shiite district after iftar,car bomb,5,8
20-Jul-13,20-Jul-13,PM,"New Baghdad, southeast Baghdad",civilians in predominantly Shiite district after iftar,one or two car bombs,4,5
20-Jul-13,20-Jul-13,PM,"Zaafaraniyah, southeast Baghdad",civilians in predominantly Shiite area after iftar,two car bombs,5,6
20-Jul-13,20-Jul-13,PM,"near Jabar Abu Sharbat juice shop at Orizdi intersection, Karrada, central Baghdad","civilians near juice shop in predominantly Shiite area after iftar; brothers Alaa and Abba Al-Juburi, aged 24 and 18, among those killed",one or two car bombs,4,12
20-Jul-13,20-Jul-13,PM,"Um Al-Tuboul, Mowasalat, Shurta Al-Rabia, Tobchi, New Baghdad, Zaafaraniyah and Karrada, in Baghdad",civilians in predominantly Shiite areas after iftar,up to twelve car bombs,0,15
19-Jul-13,19-Jul-13,,"Ur, east Baghdad",women in a house,gunfire,3,3
19-Jul-13,19-Jul-13,AM,"Nahrawan, southeast Baghdad",shop owner in his shop,gunfire,1,1
19-Jul-13,19-Jul-13,,"Ghazaliya, west Baghdad","grocery store, civilian killed",roadside bomb,1,1
19-Jul-13,19-Jul-13,,"Al-Mustafa Hussayniyah, Jbala, 60 km northeast of Hilla","Shiite hussayniyah, policeman killed while trying to block a suicide bomber from entering",suicide bomber detonating himself,1,1
19-Jul-13,19-Jul-13,AM,"Al-Mahlabiyah, west of Mosul",women in their home,mortar round,2,2
19-Jul-13,19-Jul-13,,"Al-Ayathiya, near Mosul",man in his car,roadside bomb,1,1
19-Jul-13,19-Jul-13,10.00 pm,"Al-Qalaa, south of Samarra","football stadium during Ramadan tournament, 18-year-old football player killed",mortar,1,1
19-Jul-13,19-Jul-13,12.00 pm to 1.15 pm,"Abu Bakr Al-Sadiq Mosque, Wajihiya, near Muqdadiya",worshippers in a Sunni mosque; imam Shekh Abdullah Abdul Latif and seven children under eight years old among those killed,suicide bomb or bomb hidden near imam's podium,20,26
18-Jul-13,18-Jul-13,,"Iskandariya, north of Hilla",policeman,suicide bomb,1,1
18-Jul-13,18-Jul-13,,Muqdadiya,vegetable wholesaler,roadside bomb,1,1
18-Jul-13,18-Jul-13,,Abu Saiyda,civilian on his way home,gunfire,1,1
17-Jul-13,18-Jul-13,,Shirqat,"police patrol, police killed",gunfire,0,3
18-Jul-13,18-Jul-13,,"Wajihiyah, northeast of Baquba",young men,roadside bomb,3,3
18-Jul-13,18-Jul-13,10.00 pm,"Al-Muwazafeen, Al-Mahmoudiyyah, south of Baghdad","mosque near army checkpoint, worshippers killed",roadside bomb containing ball bearings,2,2
18-Jul-13,18-Jul-13,,west of Kirkuk,woman in her home,gunfire,1,1
18-Jul-13,18-Jul-13,AM,"Dujail, south of Tikrit",farmer and his wife,roadside bomb or magnetic bomb attached to their car,2,2
18-Jul-13,18-Jul-13,AM,3 km south of Balad,farmer in his home,gunfire,1,1
17-Jul-13,17-Jul-13,PM,"Hamam Al-Aleel, south of Mosul","police patrol, policemen killed",roadside bomb,2,2
17-Jul-13,17-Jul-13,AM,"Al-Nimrod, east of Mosul","police checkpoint, police killed",gunfire and hand grenades,2,2
17-Jul-13,17-Jul-13,,south of Muqdadiyah,policeman,roadside bomb,1,1
17-Jul-13,17-Jul-13,PM,"Safina, Adhamiya, northeast Baghdad",popular cafe,roadside bomb,1,1
17-Jul-13,17-Jul-13,,"the road to Jumali, south of Muqdadiyah","the car of Sunni tribal leader Sheikh Majid Ali Jumaili, his wife killed",gunfire,1,1
17-Jul-13,17-Jul-13,,Muqdadiyah,civilians,,2,2
17-Jul-13,17-Jul-13,PM,"Alaath, Shirqat","home of Lt. Col. Ali Al-Jubouri, aide to Salah Al-Din police chief; three police guards killed",drive-by shooting,3,3
17-Jul-13,17-Jul-13,12.00 pm,"Al-Shakha river, Sweedi, Wajihiya, 6 km north of Muqdadiya","children and young men swimming in a small river, children under the age of 13 and possibly a passer-by killed",bomb,3,3
17-Jul-13,17-Jul-13,PM,"Bab Liqish, central Mosul","cafe, one child and six men killed",bomb or suicide bomb,7,7
16-Jul-13,16-Jul-13,,east Mosul,body of ten-year-old boy found in construction site; the victim had been kidnapped two weeks previously and ransomned to blackmail his father,,1,1
16-Jul-13,16-Jul-13,PM,"Zubair, west of Basra","Saad Ramadan, municipal employee in Zubair",drive-by shooting,1,1
16-Jul-13,16-Jul-13,,"Humera, Nimrod, southeast of Mosul","policemen (possibly military) on leave, riding a motorbike",gunfire,0,2
16-Jul-13,16-Jul-13,,"central Al-Askari, Hamman Al-Alil, south of Mosul","military barracks, civilian house hit","5 to 8 mortar shells, 1 shell landing on the house",1,1
16-Jul-13,16-Jul-13,09.45 pm,"near Al-Asri Mosque, Muqdadiya",worshippers leaving Sunni mosque after Taraweeh prayers,roadside bomb,3,4
15-Jul-13,15-Jul-13,,"Hamam Al-Aleel, south of Mosul","police checkpoint, policeman killed",gunfire,1,1
15-Jul-13,15-Jul-13,AM,near the post office in central Tuz Khurmatu,post office,car bomb and at least two roadside bombs,4,4
15-Jul-13,15-Jul-13,,"Zayouna, east Baghdad","captain in the anti-terrorism police, in front of his home",gunfire,1,1
15-Jul-13,15-Jul-13,PM,"the Culture Complex, north Mosul","police patrol, civilian killed",roadside bomb,1,1
15-Jul-13,15-Jul-13,,"Karama, east Mosul","army checkpoint, civilian killed",suicide bomber detonating belt,1,1
15-Jul-13,15-Jul-13,,"Shura, south of Mosul",civilian near his home,gunfire,1,1
15-Jul-13,15-Jul-13,PM,"the Tigris river, under the main Samarra bridge","young people swimming in the Tigris, 9 or 10-year-old boy among those killed",three mortar shells,4,6
15-Jul-13,15-Jul-13,AM,"Wasti, south of Kirkuk","police patrol vehicle, police killed",car bomb,1,2
14-Jul-13,14-Jul-13,AM,"Salman, Shirgat","Sahwa checkpoint, Sahwa member killed",roadside bomb,1,1
14-Jul-13,14-Jul-13,PM,"Nazzal, central Fallujah","police checkpoint, police lieutenant colonel Iyad Al-Samarraie killed",gunfire,1,1
14-Jul-13,14-Jul-13,,by the old cemetery in central Falluja,civilians,gunfire,2,2
14-Jul-13,14-Jul-13,PM,"Seeniya, west of Baiji","Sahwa checkpoint, Sahwa member killed",gunfire,1,1
14-Jul-13,14-Jul-13,AM,"Hatra, south of Mosul","police checkpoint, police killed",roadside bomb or gunfire,1,4
14-Jul-13,14-Jul-13,AM,"Al Hawi or Al Abed, 30 km south of Mosul","Mohammed Obaid Sultan and his son, in their car near their farm",roadside bomb,2,2
14-Jul-13,14-Jul-13,PM,"Suq Asri, in front of the Iraqi Workers Union, Al-Ummal, central Nasiriya",market in primarily Shiite town,"car bomb and roadside bomb, detonated simultaneously",2,3
14-Jul-13,14-Jul-13,PM,"Al-Amel, Kut",busy market,car bomb,4,11
14-Jul-13,14-Jul-13,7.00 pm to 8.00 pm,"Al-Tahadi, central Karbala",market in city holy to Shiites,car bomb,4,7
14-Jul-13,14-Jul-13,PM,"Mosayab Grand Mosque, Hilla",worshippers in Shiite mosque during taraweeh prayers,suicide bomber detonating himself,4,10
14-Jul-13,14-Jul-13,PM,Basra,Dawa Party headquarters and possibly also market and busy intersection,"two or three bombs, from among sound bombs, motorbike bomb, car bomb and roadside bomb",4,8
14-Jul-13,14-Jul-13,10.00 pm,"Mahdiya, Dora, south Baghdad",civilians in market near Sunni mosque,roadside bomb,4,4
13-Jul-13,13-Jul-13,,"Al-Shifaa, west Mosul",traffic policeman in his home,gunfire,1,1
13-Jul-13,13-Jul-13,AM,"central Qayyarah, 35 km south of Mosul",civilian,roadside bomb,1,1
13-Jul-13,13-Jul-13,PM,"Musayyib, 40 km north of Hilla","Ghazi Mohammed Al-Janabi, taxi driver in his 50s, in his car",gunfire,1,1
13-Jul-13,13-Jul-13,PM,"Nazal, central Falluja",policeman as he was leaving his home,"drive-by shooting, machine-gun fire",1,1
13-Jul-13,13-Jul-13,,"Tal Abta, 120 km southwest of Mosul",civilian,gunfire,1,1
13-Jul-13,13-Jul-13,,"Dhahabilabyadh, Abu Ghraib","police patrol, policeman killed",roadside bomb,1,1
13-Jul-13,13-Jul-13,10.00 pm,"Khalid Bin Al-Walid Mosque, Dora, south Baghdad",worshippers leaving Sunni mosque after late-evening Ramadan prayers,roadside bomb,7,16
12-Jul-13,13-Jul-13,,central Maqdadiyah,house,roadside bomb,2,2
13-Jul-13,13-Jul-13,,Baquba,shop owner,gunfire,1,1
13-Jul-13,13-Jul-13,,near Waleed border crossing with Syria,border police,gunfire,1,1
13-Jul-13,13-Jul-13,PM,"Al-Madaan, 20 km southeast of Baghdad",police patrol or civilians in restaurant,roadside bomb,1,2
13-Jul-13,13-Jul-13,PM,"Mullah Huwaish Mosque, Al-Jamaa, west Baghdad","football ground and Sunni mosque after Taraweeh prayer, young men killed",car bomb,3,6
13-Jul-13,13-Jul-13,PM,"Abara or Zahra, 5 km north of Baquba","Shiite funeral, at least two police and one woman among those killed",suicide car bomb,3,5
13-Jul-13,13-Jul-13,PM,"Ghalbiya, northwest of Baquba",outdoor restaurant,bomb,2,2
11-Jul-13,12-Jul-13,,"the Military Quarter, Touzkhormato",child killed,bomb in tyre,1,1
12-Jul-13,12-Jul-13,,"Rashad, 65 km south of Kirkuk","Sahwa forces vehicle, Sahwa members killed",roadside bomb,2,2
12-Jul-13,12-Jul-13,,"Amiriyat Al-Fallujah, south of Fallujah",civilian in street,roadside bomb,1,1
12-Jul-13,12-Jul-13,,"near Zaginyah, northeast of Baquba",civilian in car on farm road,roadside bomb,0,1
12-Jul-13,12-Jul-13,,"Al-Mashhad, Shurqat","Sahwa checkpoint, Sahwa members killed",roadside bomb,2,2
12-Jul-13,12-Jul-13,12.00 pm,central Tuz Khurmatu,policeman driving home,magnetic bomb,1,1
12-Jul-13,12-Jul-13,,"Talkseiba, east Tikrit","Sahwa checkpoint, Sahwa members killed",gunfire,2,2
12-Jul-13,12-Jul-13,,Muqdadiyah,retired policeman outside his home,gunfire,1,1
12-Jul-13,12-Jul-13,,outside Mosul,"police checkpoint, police killed",suicide car bomb,4,4
12-Jul-13,12-Jul-13,,Mosul,civilian,magnetic bomb,1,1
12-Jul-13,12-Jul-13,,south of Mosul,policeman,roadside bomb,1,1
12-Jul-13,12-Jul-13,,near Baquba,Sahwa member,magnetic bomb,1,1
12-Jul-13,12-Jul-13,,Tikrit,"anti-riot squad, civilians killed",car bomb,2,2
12-Jul-13,12-Jul-13,,Shirqat,"Brigadier General Sabri Abed Issa, Commander of Criminal Evidence in Nineva police, on his way either to work or to mosque",drive-by shooting,1,1
12-Jul-13,12-Jul-13,10.00 pm to 10.30 pm,"Clasico Cafe, Wahed Hozyran, central Kirkuk","cafe, most victims single young men playing 'Mahaibes', a popular Ramadan game",bomb or suicide bomb,30,41
11-Jul-13,11-Jul-13,,central Fallujah,"group of policemen, one killed",roadside bomb,1,1
11-Jul-13,11-Jul-13,AM,"Andalus Police Station, Al-Jazira, north Ramadi","police station, police killed",at least two suicide bombs and possibly one suicide car bomb,2,3
11-Jul-13,11-Jul-13,PM,"Falluja Police Department, Fallujah","Falluja Police Department headquarters, police killed","gunfire, three mortar rounds and suicide car bomb",6,6
11-Jul-13,11-Jul-13,,"Kan'aws Khumaisat, Shurqat, north of Tikrit",policeman in his car,magnetic bomb,1,1
11-Jul-13,11-Jul-13,,"Al-Khaldiya, west of Baghdad","police station, police killed","gunfire, one or two suicide bombers detonating belts, and suicide car bomb",3,3
11-Jul-13,11-Jul-13,,Mosul,"police patrol, policeman killed",roadside bomb,1,1
11-Jul-13,11-Jul-13,,south of Mosul,male civilian,drive-by shooting,1,1
11-Jul-13,11-Jul-13,,"Qadesiyah, Door, east of Tikrit",police,gunfire,2,2
11-Jul-13,11-Jul-13,,the Sharqat area,man,gunfire,1,1
11-Jul-13,11-Jul-13,PM,"Dujail or Yathrib, 85 km north of Baghdad","Shiite mosque, people outside mosque and in nearby cafe killed","two car bombs, the second detonated after a crowd had gathered at the site of the first blast",10,10
11-Jul-13,11-Jul-13,PM,"Amiriya, west Baghdad",Misaharaty (Ramadan sohor/pre-dawn drummer),drive-by shooting,1,1
11-Jul-13,11-Jul-13,7.00 pm to 10.00 pm,"Al-Wihda, Kirkuk",police killed,car bomb,2,2
11-Jul-13,11-Jul-13,7.00 pm to 10.00 pm,"Karradah / Al-Zaafaraniya, Baghdad","police checkpoint, two police and two civilians killed",car bomb,4,4
11-Jul-13,11-Jul-13,7.00 pm to 10.00 pm,"near Haditha, on the road to Baiji","oil facility protection police (or possibly soldiers) in their trailer, settling down to iftar meal",gunfire,0,11
11-Jul-13,11-Jul-13,,"near Delezha, Sulaymaniyah",teenagers,gunfire,2,2
11-Jul-13,11-Jul-13,AM,"near the side entrance of the main courthouse in Tuz Khormatou, east of Tikrit","the courthouse in Tuz Khormatou, victims mainly police and possibly include a boy",car bomb,1,6
11-Jul-13,11-Jul-13,PM,"Hussein Bani Tamim, Muqdadiya, 80 km northeast of Baghdad",mourners at the funeral of a Shiite man,car bomb and suicide bomber who exploded his vest after survivers had gathered to help the wounded,11,12
11-Jul-13,11-Jul-13,7.00 pm to 10.00 pm,"Hamameel, Mosul Al-Jadeeda and Al Shuhada, in Mosul","federal police checkpoints, civilians possibly killed",three or four suicide car bombs,0,2
10-Jul-13,10-Jul-13,,"Al-Zaidan, southeast of Fallujah",civilians,magnetic bomb,1,1
10-Jul-13,10-Jul-13,,"Chemin, Qarahanjir, 30 km east of Kirkuk","brothers who worked as moneychangers, driving from Kirkuk to Sulaymaniyah; 900 million Iraqi Dinars stolen from their car","drive-by shooting, automatice weapons",2,2
10-Jul-13,10-Jul-13,,south Mosul,contractor near his home,gunfire,1,1
10-Jul-13,10-Jul-13,PM,"Zayouna, east Baghdad","women, believed to be prostitutes, in an apartment",gunfire,3,3
10-Jul-13,10-Jul-13,AM,"Farouk, central Mosul",woman in her home,gunfire,1,1
10-Jul-13,10-Jul-13,12.00 pm,"Andalus, central Fallujah",male civilian,drive-by shooting,1,1
10-Jul-13,10-Jul-13,PM,near Rutba,"police convoy, policeman killed",suicide car bomb,1,1
9-Jul-13,9-Jul-13,PM,west Mosul,woman while shopping,gunfire,1,1
9-Jul-13,9-Jul-13,,"Kamakiat, central Fallujah",male civilian,automatic weapons,1,1
9-Jul-13,9-Jul-13,,"Karrada, Baghdad",real estate agent during dispute over property deal,gunfire,1,1
9-Jul-13,9-Jul-13,PM,"Geneina or Hartha, Basra","Hassan Khuraibat Alckheon Asadi, president of local tribal committee and retired brigadier general","drive-by shooting, machine-gun fire",1,1
9-Jul-13,9-Jul-13,AM,"Khazraj, central Mosul",women in their home,pistol-fire,3,3
9-Jul-13,9-Jul-13,AM,"Alnzizh market, central Fallujah",policeman patrolling in market,"drive-by shooting, automatic weapons",1,1
